1,2,0.01
2,3,0.01
3,4,0.01
4,5,0.01
5,6,0.01
6,7,0.01
7,8,0.01
8,9,0.01
9,10,0.01
10,0,0.01
11,12,0.01
12,13,0.01
13,14,0.01
14,15,0.01
15,16,0.01
16,17,0.01
17,18,0.01
18,19,0.01
19,20,0.01
20,0,0.01
21,22,0.01
22,23,0.01
23,24,0.01
24,25,0.01
25,26,0.01
26,27,0.01
27,28,0.01
28,29,0.01
29,30,0.01
30,0,0.01
31,32,0.01
32,33,0.01
33,34,0.01
34,35,0.01
35,36,0.01
36,37,0.01
37,38,0.01
38,39,0.01
39,40,0.01
40,0,0.01
41,42,0.01
42,43,0.01
43,44,0.01
44,45,0.01
45,46,0.01
46,47,0.01
47,48,0.01
48,49,0.01
49,50,0.01
50,0,0.01
51,52,0.01
52,53,0.01
53,54,0.01
54,55,0.01
55,56,0.01
56,57,0.01
57,58,0.01
58,59,0.01
59,60,0.01
60,0,0.01
61,62,0.01
62,63,0.01
63,64,0.01
64,65,0.01
65,66,0.01
66,67,0.01
67,68,0.01
68,69,0.01
69,70,0.01
70,0,0.01
71,72,0.01
72,73,0.01
73,74,0.01
74,75,0.01
75,76,0.01
76,77,0.01
77,78,0.01
78,79,0.01
79,80,0.01
80,0,0.01
81,82,0.01
82,83,0.01
83,84,0.01
84,85,0.01
85,86,0.01
86,87,0.01
87,88,0.01
88,89,0.01
89,90,0.01
90,0,0.01
91,92,0.01
92,93,0.01
93,94,0.01
94,95,0.01
95,96,0.01
96,97,0.01
97,98,0.01
98,99,0.01
99,100,0.01
100,0,0.01
0,,0
